PID,CustomerID,Method,Charge,Balance,PaymentDate,DueDate
1878,128,"1",130,345,2005-12-04 00:00:00,2005-11-08 00:00:00
1879,256,"2",197,299,2006-12-24 00:00:00,2006-12-18 00:00:00
1880,157,"2",152,327,2006-01-10 00:00:00,2005-12-04 00:00:00
1881,73,"1",241,276,2006-10-14 00:00:00,2006-09-21 00:00:00
1882,32,"2",257,275,2005-11-12 00:00:00,2005-10-31 00:00:00
1883,119,"3",62,392,2006-10-08 00:00:00,2006-10-10 00:00:00
1884,199,"1",153,159,2005-09-04 00:00:00,2005-07-16 00:00:00
1885,124,"onli",164,164,2006-05-13 00:00:00,2006-05-25 00:00:00
1886,139,"onli",172,172,2006-02-22 00:00:00,2006-02-23 00:00:00
1887,223,"2",252,352,2006-07-08 00:00:00,2006-06-29 00:00:00
1888,44,"1",191,191,2006-06-02 00:00:00,2006-05-22 00:00:00
1889,121,"3",209,242,2005-03-01 00:00:00,2005-01-16 00:00:00
1890,34,"onli",206,295,2005-05-31 00:00:00,2005-05-28 00:00:00
1891,162,"1",283,283,2005-10-23 00:00:00,2005-09-23 00:00:00
1892,76,"3",124,363,2005-09-08 00:00:00,2005-08-22 00:00:00
1893,170,"3",309,562,2005-01-12 00:00:00,2005-01-19 00:00:00
1894,213,"onli",329,352,2005-02-09 00:00:00,2004-12-20 00:00:00
1895,138,"3",186,347,2005-06-17 00:00:00,2005-06-03 00:00:00
1896,10,"1",258,717,2006-09-13 00:00:00,2006-09-02 00:00:00
1897,116,"2",301,301,2005-07-27 00:00:00,2005-07-18 00:00:00
1898,145,"2",331,331,2005-01-14 00:00:00,2004-12-02 00:00:00
1899,16,"1",155,180,2006-06-11 00:00:00,2006-05-06 00:00:00
1900,194,"4",252,440,2005-06-29 00:00:00,2005-06-25 00:00:00
1901,11,"1",209,209,2006-07-06 00:00:00,2006-06-09 00:00:00
1902,225,"3",151,321,2005-02-04 00:00:00,2005-02-23 00:00:00
1903,216,"2",154,359,2006-12-06 00:00:00,2006-11-10 00:00:00
1904,171,"3",65,65,2006-01-13 00:00:00,2005-11-30 00:00:00
1905,83,"3",337,337,2005-02-01 00:00:00,2004-12-13 00:00:00
1906,123,"1",126,233,2006-02-20 00:00:00,2006-02-01 00:00:00
1907,165,"3",174,174,2006-01-18 00:00:00,2006-01-26 00:00:00
1908,250,"4",163,163,2006-07-16 00:00:00,2006-06-30 00:00:00
1909,154,"2",174,174,2005-06-29 00:00:00,2005-05-24 00:00:00
1910,182,"4",288,288,2006-12-19 00:00:00,2006-12-24 00:00:00
1911,238,"2",152,152,2005-04-02 00:00:00,2005-03-10 00:00:00
1912,129,"2",186,236,2006-12-05 00:00:00,2006-11-29 00:00:00
1913,17,"3",258,698,2006-03-25 00:00:00,2006-03-11 00:00:00
1914,38,"4",72,428,2005-01-03 00:00:00,2005-01-16 00:00:00
1915,177,"4",303,303,2006-09-02 00:00:00,2006-09-04 00:00:00
1916,184,"1",304,395,2005-05-22 00:00:00,2005-04-16 00:00:00
1917,62,"4",316,316,2005-09-03 00:00:00,2005-08-25 00:00:00
1918,130,"4",187,668,2005-08-04 00:00:00,2005-07-11 00:00:00
1919,217,"4",353,353,2005-10-11 00:00:00,2005-10-20 00:00:00
1920,58,"2",130,130,2006-06-24 00:00:00,2006-05-17 00:00:00
1921,123,"1",85,483,2005-07-18 00:00:00,2005-07-05 00:00:00
1922,90,"2",353,353,2005-08-10 00:00:00,2005-08-30 00:00:00
1923,33,"3",89,89,2005-10-16 00:00:00,2005-10-18 00:00:00
1924,17,"3",353,353,2006-09-07 00:00:00,2006-08-07 00:00:00
1925,250,"4",184,601,2006-11-04 00:00:00,2006-11-02 00:00:00
1926,245,"4",312,312,2006-05-19 00:00:00,2006-04-29 00:00:00
1927,230,"4",134,134,2005-06-15 00:00:00,2005-06-15 00:00:00
1928,49,"4",93,495,2006-11-24 00:00:00,2006-11-29 00:00:00
1929,231,"1",77,77,2005-10-04 00:00:00,2005-09-20 00:00:00
1930,53,"4",193,193,2005-04-04 00:00:00,2005-02-27 00:00:00
1931,38,"4",143,143,2006-05-10 00:00:00,2006-04-10 00:00:00
1932,59,"2",227,227,2006-05-13 00:00:00,2006-04-15 00:00:00
1933,44,"3",150,284,2005-03-26 00:00:00,2005-02-18 00:00:00
1934,248,"2",289,464,2006-10-11 00:00:00,2006-09-20 00:00:00
1935,7,"3",208,208,2006-03-01 00:00:00,2006-01-13 00:00:00
1936,30,"2",279,381,2006-08-01 00:00:00,2006-08-02 00:00:00
1937,242,"2",339,339,2005-04-11 00:00:00,2005-03-02 00:00:00
1938,93,"1",193,506,2006-01-26 00:00:00,2006-01-08 00:00:00
1939,115,"1",116,324,,
1940,203,"2",241,241,2005-10-13 00:00:00,2005-09-13 00:00:00
1941,134,"4",165,169,2006-01-16 00:00:00,2005-12-08 00:00:00
1942,249,"2",226,226,2006-05-14 00:00:00,2006-05-16 00:00:00
1943,122,"1",322,322,2005-05-08 00:00:00,2005-04-05 00:00:00
1944,254,"1",84,434,2005-01-29 00:00:00,2005-02-01 00:00:00
1945,183,"3",96,157,2006-01-11 00:00:00,2006-01-01 00:00:00
1946,23,"3",178,178,2006-04-06 00:00:00,2006-04-16 00:00:00
1947,220,"1",141,207,2006-11-15 00:00:00,2006-09-23 00:00:00
1948,219,"1",251,368,2005-01-02 00:00:00,2005-01-10 00:00:00
1949,254,"2",303,303,2005-07-17 00:00:00,2005-06-05 00:00:00
1950,66,"1",168,168,2006-01-10 00:00:00,2005-12-18 00:00:00
1951,185,"3",122,122,2005-08-01 00:00:00,2005-08-17 00:00:00
1952,34,"2",179,211,2005-06-20 00:00:00,2005-06-13 00:00:00
1953,227,"2",268,268,2005-10-08 00:00:00,2005-10-02 00:00:00
1954,208,"3",200,392,2006-03-07 00:00:00,2006-01-24 00:00:00
1955,89,"1",291,371,2005-11-17 00:00:00,2005-10-28 00:00:00
1956,57,"3",176,590,2006-06-09 00:00:00,2006-06-13 00:00:00
1957,36,"4",187,563,2006-02-19 00:00:00,2006-01-18 00:00:00
1958,157,"3",330,370,2005-07-26 00:00:00,2005-05-30 00:00:00
1959,140,"4",129,129,2005-04-18 00:00:00,2005-04-10 00:00:00
1960,16,"1",119,262,2006-05-11 00:00:00,2006-05-07 00:00:00
1961,205,"1",157,417,2005-03-24 00:00:00,2005-02-01 00:00:00
1962,121,"4",318,419,2006-10-06 00:00:00,2006-10-10 00:00:00
1963,9,"3",305,542,2005-08-16 00:00:00,2005-08-06 00:00:00
1964,192,"4",154,154,2006-07-18 00:00:00,2006-08-06 00:00:00
1965,66,"1",82,82,2006-11-17 00:00:00,2006-10-25 00:00:00
1966,244,"3",133,133,2006-08-19 00:00:00,2006-07-26 00:00:00
1967,200,"3",198,671,2006-12-24 00:00:00,2006-12-04 00:00:00
1968,117,"2",330,330,2005-05-28 00:00:00,2005-04-20 00:00:00
1969,34,"3",121,121,2005-12-22 00:00:00,2005-11-27 00:00:00
1970,72,"1",195,195,2006-01-02 00:00:00,2006-01-09 00:00:00
1971,6,"3",69,134,2006-02-16 00:00:00,2006-03-02 00:00:00
1972,105,"1",279,402,2005-03-02 00:00:00,2005-03-01 00:00:00
1973,58,"2",255,391,2006-07-04 00:00:00,2006-07-02 00:00:00
1974,141,"2",174,174,2005-03-31 00:00:00,2005-02-19 00:00:00
1975,25,"3",92,185,2006-08-12 00:00:00,2006-08-30 00:00:00
1976,203,"4",296,751,2006-11-27 00:00:00,2006-11-29 00:00:00
1977,174,"4",153,436,2005-09-28 00:00:00,2005-08-03 00:00:00
1978,140,"1",134,134,2006-12-15 00:00:00,2006-12-14 00:00:00
1979,97,"2",174,174,2005-03-31 00:00:00,2005-03-27 00:00:00
1980,88,"3",110,491,2005-03-03 00:00:00,2005-02-25 00:00:00
1981,146,"3",127,127,2005-08-16 00:00:00,2005-07-08 00:00:00
1982,49,"2",84,230,2005-07-17 00:00:00,2005-08-03 00:00:00
1983,216,"1",203,664,2006-07-19 00:00:00,2006-07-01 00:00:00
1984,182,"1",312,464,2005-07-06 00:00:00,2005-07-31 00:00:00
1985,2,"1",244,244,2006-02-16 00:00:00,2006-02-08 00:00:00
1986,143,"4",70,70,2006-08-26 00:00:00,2006-08-17 00:00:00
1987,187,"3",168,180,2005-06-03 00:00:00,2005-05-04 00:00:00
1988,55,"2",354,354,2005-10-06 00:00:00,2005-08-26 00:00:00
1989,22,"1",214,391,,
1990,161,"2",212,573,2006-04-27 00:00:00,2006-05-13 00:00:00
1991,167,"1",274,546,2005-10-12 00:00:00,2005-08-27 00:00:00
1992,12,"4",67,67,2006-06-15 00:00:00,2006-07-12 00:00:00
1993,208,"2",354,354,2005-07-20 00:00:00,2005-07-10 00:00:00
1994,204,"2",147,381,2006-06-27 00:00:00,2006-05-05 00:00:00
1995,107,"1",120,231,2006-08-07 00:00:00,2006-07-22 00:00:00
1996,158,"3",343,600,2006-08-12 00:00:00,2006-08-08 00:00:00
1997,113,"2",267,372,2006-03-13 00:00:00,2006-01-19 00:00:00
1998,153,"4",131,316,2005-05-17 00:00:00,2005-05-10 00:00:00
1999,39,"3",69,388,2006-07-05 00:00:00,2006-06-16 00:00:00
2000,164,"3",128,128,2005-01-03 00:00:00,2005-01-10 00:00:00
2001,141,"1",127,127,2006-05-16 00:00:00,2006-06-04 00:00:00
2002,80,"4",229,229,2005-12-21 00:00:00,2005-11-28 00:00:00
2003,49,"4",274,642,2006-06-09 00:00:00,2006-04-28 00:00:00
2004,6,"1",245,460,2005-02-03 00:00:00,2005-02-23 00:00:00
2005,101,"2",344,645,2005-04-02 00:00:00,2005-02-28 00:00:00
2006,248,"3",112,112,2005-03-04 00:00:00,2005-02-16 00:00:00
2007,186,"2",83,83,2005-08-02 00:00:00,2005-06-23 00:00:00
2008,174,"3",278,627,2005-03-25 00:00:00,2005-03-04 00:00:00
2009,165,"3",227,489,2005-01-25 00:00:00,2005-02-02 00:00:00
2010,126,"3",355,355,2005-08-17 00:00:00,2005-07-20 00:00:00
2011,221,"1",149,297,2005-10-12 00:00:00,2005-09-28 00:00:00
2012,224,"1",141,141,2005-03-04 00:00:00,2005-02-09 00:00:00
2013,201,"1",200,200,2005-07-21 00:00:00,2005-07-15 00:00:00
2014,146,"1",142,142,2006-05-17 00:00:00,2006-05-22 00:00:00
2015,232,"1",86,428,2005-02-17 00:00:00,2005-02-05 00:00:00
2016,13,"1",182,182,2006-05-08 00:00:00,2006-04-17 00:00:00
2017,112,"2",230,334,2006-01-29 00:00:00,2005-12-18 00:00:00
2018,63,"2",359,359,2006-10-01 00:00:00,2006-10-01 00:00:00
2019,77,"4",131,555,,
2020,219,"1",64,288,2005-03-12 00:00:00,2005-02-20 00:00:00
2021,69,"1",207,207,2006-11-16 00:00:00,2006-11-20 00:00:00
2022,219,"3",214,624,2006-04-22 00:00:00,2006-03-25 00:00:00
2023,98,"1",333,333,2005-11-16 00:00:00,2005-11-21 00:00:00
2024,164,"3",83,314,2006-12-24 00:00:00,2006-12-16 00:00:00
2025,97,"2",201,201,2005-11-09 00:00:00,2005-11-06 00:00:00
2026,58,"1",303,651,2006-08-25 00:00:00,2006-08-08 00:00:00
2027,147,"3",262,616,2006-05-15 00:00:00,2006-04-27 00:00:00
2028,36,"2",205,538,2006-08-20 00:00:00,2006-09-06 00:00:00
2029,113,"3",188,587,2006-08-16 00:00:00,2006-08-24 00:00:00
2030,149,"4",216,216,2006-07-20 00:00:00,2006-06-21 00:00:00
2031,88,"2",309,384,2005-01-09 00:00:00,2005-01-15 00:00:00
2032,236,"4",243,496,2006-04-27 00:00:00,2006-03-27 00:00:00
2033,72,"3",68,68,2006-01-25 00:00:00,2006-01-15 00:00:00
2034,165,"4",262,262,2005-11-20 00:00:00,2005-11-29 00:00:00
2035,218,"2",255,737,2005-06-25 00:00:00,2005-07-13 00:00:00
2036,158,"2",180,361,2005-12-29 00:00:00,2005-11-15 00:00:00
2037,130,"2",326,773,2005-09-28 00:00:00,2005-10-23 00:00:00
2038,167,"2",208,242,2006-07-16 00:00:00,2006-07-23 00:00:00
2039,39,"1",170,170,2006-12-28 00:00:00,2006-11-23 00:00:00
2040,44,"4",323,381,2006-05-30 00:00:00,2006-06-09 00:00:00
2041,46,"3",103,530,2005-02-15 00:00:00,2005-01-20 00:00:00
2042,11,"4",339,339,2006-08-18 00:00:00,2006-09-05 00:00:00
2043,22,"4",282,592,2006-03-01 00:00:00,2006-02-11 00:00:00
2044,120,"1",256,521,2006-11-24 00:00:00,2006-11-11 00:00:00
2045,155,"1",136,136,2006-08-22 00:00:00,2006-08-22 00:00:00
2046,85,"4",294,343,2006-02-06 00:00:00,2006-02-21 00:00:00
2047,235,"2",315,315,2005-05-07 00:00:00,2005-04-16 00:00:00
2048,238,"4",237,237,2005-12-19 00:00:00,2005-11-10 00:00:00
2049,10,"2",207,497,2006-04-27 00:00:00,2006-03-24 00:00:00
2050,137,"3",70,164,2006-03-20 00:00:00,2006-02-25 00:00:00
2051,82,"1",251,602,2006-12-31 00:00:00,2006-12-11 00:00:00
2052,100,"1",171,171,2006-04-21 00:00:00,2006-03-02 00:00:00
2053,238,"4",274,537,2005-06-08 00:00:00,2005-06-20 00:00:00
2054,64,"4",198,337,2006-07-10 00:00:00,2006-07-14 00:00:00
2055,239,"4",191,292,2005-10-18 00:00:00,2005-09-17 00:00:00
2056,241,"3",266,286,2006-09-17 00:00:00,2006-09-07 00:00:00
2057,218,"4",130,589,2006-05-28 00:00:00,2006-06-16 00:00:00
2058,253,"2",351,351,2006-06-20 00:00:00,2006-05-27 00:00:00
2059,176,"4",201,280,2006-11-26 00:00:00,2006-11-07 00:00:00
2060,212,"2",200,292,2006-12-11 00:00:00,2006-11-25 00:00:00
2061,34,"4",178,256,2005-01-08 00:00:00,2004-12-23 00:00:00
2062,239,"2",129,216,2005-07-28 00:00:00,2005-07-23 00:00:00
2063,83,"3",319,578,2006-12-13 00:00:00,2006-12-08 00:00:00
2064,178,"2",77,77,2006-09-01 00:00:00,2006-08-07 00:00:00
2065,181,"4",343,343,2005-03-21 00:00:00,2005-02-16 00:00:00
2066,237,"2",103,558,2005-08-15 00:00:00,2005-07-10 00:00:00
2067,237,"1",141,141,2006-10-14 00:00:00,2006-10-16 00:00:00
2068,32,"2",162,162,2005-08-22 00:00:00,2005-07-23 00:00:00
2069,251,"3",82,82,2006-05-19 00:00:00,2006-04-29 00:00:00
2070,214,"4",221,601,2005-08-10 00:00:00,2005-06-15 00:00:00
2071,158,"2",196,406,2006-10-09 00:00:00,2006-09-08 00:00:00
2072,34,"2",344,344,2006-04-16 00:00:00,2006-04-01 00:00:00
2073,35,"2",219,219,2006-12-28 00:00:00,2007-01-01 00:00:00
2074,49,"4",270,393,2005-01-24 00:00:00,2005-01-23 00:00:00
2075,146,"1",124,124,2006-08-16 00:00:00,2006-08-08 00:00:00
2076,105,"3",67,498,2005-09-28 00:00:00,2005-09-14 00:00:00
2077,7,"4",246,246,2005-08-16 00:00:00,2005-07-08 00:00:00
2078,132,"2",204,204,2005-04-19 00:00:00,2005-03-26 00:00:00
2079,71,"3",258,298,2005-12-03 00:00:00,2005-12-01 00:00:00
2080,133,"3",308,782,2006-03-14 00:00:00,2006-03-23 00:00:00
2081,155,"3",284,603,2006-03-29 00:00:00,2006-04-02 00:00:00
2082,197,"4",318,705,2005-03-10 00:00:00,2005-02-08 00:00:00
2083,115,"3",229,229,2005-12-08 00:00:00,2005-12-11 00:00:00
2084,20,"2",130,130,2006-06-17 00:00:00,2006-06-02 00:00:00
2085,248,"1",234,496,2005-11-21 00:00:00,2005-11-06 00:00:00
2086,245,"2",183,183,2005-01-12 00:00:00,2004-12-23 00:00:00
2087,140,"2",143,143,2006-10-05 00:00:00,2006-10-23 00:00:00
2088,197,"3",165,165,2006-02-20 00:00:00,2006-03-13 00:00:00
2089,26,"3",358,779,2005-09-20 00:00:00,2005-09-22 00:00:00
2090,186,"4",144,387,2006-09-03 00:00:00,2006-08-07 00:00:00
2091,140,"4",143,531,2005-05-10 00:00:00,2005-05-11 00:00:00
2092,112,"2",327,327,2005-07-16 00:00:00,2005-06-13 00:00:00
2093,157,"3",121,311,2005-07-22 00:00:00,2005-06-17 00:00:00
2094,214,"3",151,637,2006-01-25 00:00:00,2006-01-21 00:00:00
2095,55,"2",110,480,2006-06-05 00:00:00,2006-06-10 00:00:00
2096,117,"1",326,441,2005-06-30 00:00:00,2005-06-27 00:00:00
2097,210,"2",79,79,2005-06-07 00:00:00,2005-06-07 00:00:00
2098,170,"1",359,433,2005-07-16 00:00:00,2005-06-22 00:00:00
2099,155,"3",315,409,2005-09-16 00:00:00,2005-07-31 00:00:00
2100,212,"1",251,251,2005-06-24 00:00:00,2005-06-06 00:00:00
2101,164,"4",186,186,2006-01-14 00:00:00,2006-01-17 00:00:00
2102,47,"3",263,263,2005-10-29 00:00:00,2005-11-20 00:00:00
2103,26,"1",75,122,2006-06-24 00:00:00,2006-05-28 00:00:00
2104,219,"1",266,266,2005-10-02 00:00:00,2005-08-30 00:00:00
2105,99,"4",223,223,2006-07-09 00:00:00,2006-07-26 00:00:00
2106,239,"3",114,400,2005-07-22 00:00:00,2005-07-22 00:00:00
2107,72,"4",223,712,2006-03-09 00:00:00,2006-02-09 00:00:00
2108,217,"3",304,699,2005-08-07 00:00:00,2005-08-19 00:00:00
2109,52,"3",190,564,2006-11-12 00:00:00,2006-10-28 00:00:00
2110,214,"3",171,171,,
2111,101,"3",259,302,2005-03-11 00:00:00,2005-02-13 00:00:00
2112,241,"3",291,291,2005-08-07 00:00:00,2005-07-11 00:00:00
2113,179,"1",315,750,2006-02-21 00:00:00,2006-02-20 00:00:00
2114,115,"3",341,573,2005-07-14 00:00:00,2005-07-10 00:00:00
2115,231,"3",348,770,2005-06-14 00:00:00,2005-05-01 00:00:00
2116,204,"4",320,441,2005-04-19 00:00:00,2005-04-28 00:00:00
2117,237,"1",245,456,2006-05-03 00:00:00,2006-05-04 00:00:00
2118,218,"1",312,312,2006-10-18 00:00:00,2006-09-18 00:00:00
2119,244,"2",327,610,2006-12-12 00:00:00,2006-11-21 00:00:00
2120,17,"3",276,379,2006-07-14 00:00:00,2006-06-03 00:00:00
2121,49,"4",70,418,2005-05-07 00:00:00,2005-04-15 00:00:00
2122,234,"1",86,450,2006-04-05 00:00:00,2006-03-16 00:00:00
2123,36,"2",339,339,2005-07-12 00:00:00,2005-07-02 00:00:00
2124,119,"2",219,219,2006-09-18 00:00:00,2006-09-24 00:00:00
2125,63,"2",154,154,2006-01-15 00:00:00,2005-12-23 00:00:00
2126,72,"3",74,74,2005-06-10 00:00:00,2005-05-23 00:00:00
2127,6,"1",205,319,2006-06-06 00:00:00,2006-05-11 00:00:00
2128,86,"2",106,106,2005-09-07 00:00:00,2005-08-08 00:00:00
2129,113,"4",117,297,2006-08-27 00:00:00,2006-07-27 00:00:00
2130,39,"2",226,395,2005-12-01 00:00:00,2005-12-01 00:00:00
2131,78,"4",278,278,2005-04-26 00:00:00,2005-04-07 00:00:00
2132,134,"2",163,484,2005-10-14 00:00:00,2005-09-25 00:00:00
2133,16,"1",160,608,2005-12-12 00:00:00,2005-11-02 00:00:00
2134,167,"1",107,464,2006-01-20 00:00:00,2005-12-19 00:00:00
2135,206,"1",104,104,2005-02-06 00:00:00,2005-01-29 00:00:00
2136,26,"1",98,98,2006-01-02 00:00:00,2005-11-14 00:00:00
2137,76,"4",291,291,2006-11-13 00:00:00,2006-11-16 00:00:00
2138,89,"1",203,323,2006-09-05 00:00:00,2006-08-27 00:00:00
2139,252,"3",239,239,2005-04-12 00:00:00,2005-04-18 00:00:00
2140,129,"1",93,93,2005-09-25 00:00:00,2005-09-02 00:00:00
2141,72,"1",244,244,2006-11-12 00:00:00,2006-11-05 00:00:00
2142,210,"1",260,260,2006-04-26 00:00:00,2006-05-17 00:00:00
2143,101,"4",270,658,2005-11-30 00:00:00,2005-12-11 00:00:00
2144,35,"2",69,69,2005-05-02 00:00:00,2005-05-02 00:00:00
2145,34,"4",138,138,2006-01-26 00:00:00,2006-01-11 00:00:00
2146,4,"4",148,229,2006-07-18 00:00:00,2006-06-18 00:00:00
2147,30,"1",82,82,2005-05-10 00:00:00,2005-05-30 00:00:00
2148,44,"3",117,117,2006-06-18 00:00:00,2006-06-30 00:00:00
2149,132,"3",216,216,2005-12-06 00:00:00,2005-11-14 00:00:00
2150,27,"3",301,680,2005-10-23 00:00:00,2005-10-29 00:00:00
2151,187,"2",172,172,2006-01-06 00:00:00,2005-12-25 00:00:00
2152,243,"2",292,292,2006-07-20 00:00:00,2006-07-14 00:00:00
2153,142,"4",307,307,2006-08-16 00:00:00,2006-07-25 00:00:00
2154,242,"1",220,220,2006-01-14 00:00:00,2005-11-22 00:00:00
2155,159,"4",78,78,2005-03-24 00:00:00,2005-03-27 00:00:00
2156,128,"2",97,97,2006-07-27 00:00:00,2006-06-16 00:00:00
2157,45,"1",233,571,2006-03-25 00:00:00,2006-03-30 00:00:00
2158,34,"3",319,319,2005-08-25 00:00:00,2005-07-02 00:00:00
2159,46,"2",290,290,2005-12-26 00:00:00,2005-11-18 00:00:00
2160,176,"3",102,102,2006-03-04 00:00:00,2006-03-20 00:00:00
2161,217,"2",128,128,2005-07-26 00:00:00,2005-07-10 00:00:00
2162,124,"3",297,683,2006-01-17 00:00:00,2005-12-04 00:00:00
2163,234,"1",299,299,2005-06-14 00:00:00,2005-07-02 00:00:00
2164,252,"4",300,385,2006-09-25 00:00:00,2006-10-10 00:00:00
2165,60,"3",67,468,2005-02-16 00:00:00,2005-01-24 00:00:00
2166,30,"3",313,313,2006-09-29 00:00:00,2006-08-14 00:00:00
2167,76,"1",164,286,2005-07-17 00:00:00,2005-07-17 00:00:00
2168,152,"4",335,418,2005-02-14 00:00:00,2005-02-24 00:00:00
2169,131,"2",101,101,2005-03-23 00:00:00,2005-03-09 00:00:00
2170,19,"2",237,237,2005-03-25 00:00:00,2005-03-19 00:00:00
2171,176,"4",332,332,2006-04-13 00:00:00,2006-03-16 00:00:00
2172,15,"3",311,311,2005-06-10 00:00:00,2005-06-02 00:00:00
2173,118,"4",333,504,2005-11-01 00:00:00,2005-10-21 00:00:00
2174,24,"3",283,413,2005-06-03 00:00:00,2005-04-28 00:00:00
2175,92,"4",161,161,2005-02-14 00:00:00,2005-02-10 00:00:00
2176,154,"1",229,238,2005-06-20 00:00:00,2005-05-19 00:00:00
2177,156,"3",110,110,2005-08-16 00:00:00,2005-07-22 00:00:00
2178,114,"1",320,320,2006-10-06 00:00:00,2006-10-17 00:00:00
2179,111,"1",280,690,2005-01-13 00:00:00,2004-11-18 00:00:00
2180,181,"4",114,114,2005-04-30 00:00:00,2005-05-10 00:00:00
